,brgy_name,ADM4_PCODE,ADM4_REF,mun_name,ADM3_PCODE,prov_name,ADM2_PCODE,ADM1_EN,ADM1_PCODE,ADM0_EN,ADM0_PCODE,date,validOn,validTo,Shape_Leng,Shape_Area,AREA_SQKM,corn_farmers
1690,Villa Rose,PH0203128022,,San Guillermo,PH0203128,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081648721,0.000384639,4.538478507,37
1691,Villa Sanchez,PH0203128023,,San Guillermo,PH0203128,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.086075194,0.00046017,5.429954464,16
1692,Villa Teresita,PH0203128024,,San Guillermo,PH0203128,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.052673152,0.000159209,1.8785677,19
1693,Camarag,PH0203129001,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.055264655,0.000116989,1.380582484,8
1694,Cebu,PH0203129002,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.127134501,0.000649508,7.663833235,
1695,Gomez,PH0203129003,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053245544,0.000135727,1.601692626,
1696,Gud,PH0203129004,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.120716039,0.000642637,7.582321988,1
1697,Nagbukel,PH0203129005,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080813281,0.000265555,3.133249657,
1698,Patanad,PH0203129006,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081708452,0.000272673,3.217649959,3
1699,Quezon,PH0203129007,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.075917924,0.000298056,3.517915632,3
1700,Ramos East,PH0203129009,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.089156434,0.000274958,3.245257656,1
1701,Ramos West,PH0203129010,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.151724015,0.000614284,7.249607796,
1702,Rizal East (Pob.),PH0203129012,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.112599681,0.000423109,4.992773274,1
1703,Rizal West (Pob.),PH0203129013,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.09324197,0.000451855,5.332126115,
1704,Victoria,PH0203129014,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.0964419,0.000403257,4.759173286,1
1705,Villaflor,PH0203129015,,San Isidro,PH0203129,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.158854684,0.000909241,10.728652,
1706,Agliam,PH0203130001,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.074912518,0.000270789,3.189725502,
1707,Babanuang,PH0203130002,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.151961887,0.000736396,8.676032398,
1708,Cabaritan,PH0203130003,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.073687541,0.000325858,3.839353204,
1709,Caraniogan,PH0203130004,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081917148,0.000378433,4.458074883,
1710,District 1 (Pob.),PH0203130011,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.119045389,0.000496916,5.855640098,
1711,District 2 (Pob.),PH0203130012,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.110788379,0.000531321,6.260843071,1
1712,District 3 (Pob.),PH0203130013,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.094919337,0.00031088,3.663124874,1
1713,District 4 (Pob.),PH0203130014,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.057758945,0.000171107,2.016119716,
1714,Eden,PH0203130006,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.103848932,0.000536488,6.321255462,6
1715,Malalinta,PH0203130007,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.138357653,0.001116726,13.16100066,1
1716,Mararigue,PH0203130008,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.100797443,0.000540198,6.366093844,
1717,Nueva Era,PH0203130009,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.086605975,0.000330769,3.896455437,
1718,Pisang,PH0203130010,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.104642838,0.000633599,7.465345083,
1719,San Francisco,PH0203130015,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.135180514,0.00068972,8.125988735,
1720,Sandiat Centro,PH0203130016,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.074027028,0.000129171,1.521702879,
1721,Sandiat East,PH0203130017,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.099106657,0.000473712,5.580319051,
1722,Sandiat West,PH0203130018,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066449773,0.000165967,1.955197832,
1723,Santa Cruz,PH0203130019,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.126003865,0.000724522,8.537572445,3
1724,Villanueva,PH0203130020,,San Manuel,PH0203130,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.067524113,0.000266095,3.13487019,
1725,Alibadabad,PH0203131001,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.13584686,0.000764822,9.014934697,26
1726,Balagan,PH0203131039,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.148043312,0.001036234,12.21957749,28
1727,Binatug,PH0203131003,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.187146658,0.00191773,22.60765874,58
1728,Bitabian,PH0203131004,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.096186127,0.000463647,5.465524937,37
1729,Buyasan,PH0203131005,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.43340195,0.005428312,64.05780073,21
1730,Cadsalan,PH0203131006,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.23335578,0.002155235,25.42827126,67
1731,Casala,PH0203131007,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.470229259,0.007604064,89.6783931,53
1732,Cataguing,PH0203131008,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.087729268,0.000399957,4.714061416,26
1733,Daragutan East,PH0203131009,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098301517,0.000561204,6.616890704,43
1734,Daragutan West,PH0203131010,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.162535835,0.000971327,11.45176459,40
1735,Del Pilar,PH0203131011,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.45657073,0.005121524,60.40818006,55
1736,Dibuluan,PH0203131012,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.704754006,0.018337281,216.0742499,42
1737,Dicamay,PH0203131013,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.541602485,0.0075379,88.96546035,45
1738,Dipusu,PH0203131014,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.054791245,0.000167016,1.969033616,22
1739,Disulap,PH0203131015,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.57174648,0.008355167,98.47954004,79
1740,Disusuan,PH0203131016,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.140259448,0.000781835,9.21424224,10
1741,Gangalan,PH0203131017,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.22655114,0.001913183,22.55800518,81
1742,Ibujan,PH0203131018,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.116887016,0.00059556,7.024790432,37
1743,Libertad,PH0203131019,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.524682966,0.011757065,138.7091981,63
1744,Macayucayu,PH0203131020,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.190391936,0.001160256,13.68525697,22
1745,Mallabo,PH0203131021,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.048454262,0.000125602,1.480237422,6
1746,Marannao,PH0203131022,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.110442066,0.000682906,8.049951217,51
1747,Minanga,PH0203131023,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.851657084,0.016312453,192.1726119,57
1748,Old San Mariano,PH0203131024,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.149958776,0.001029333,12.12967311,42
1749,Palutan,PH0203131025,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.085027344,0.000307745,3.627288485,24
1750,Panninan,PH0203131026,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.152063395,0.001227136,14.47176353,46
1751,San Jose,PH0203131030,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.617693931,0.01302842,153.5991708,52
1752,San Pablo,PH0203131031,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079529732,0.000276071,3.254137387,25
1753,San Pedro,PH0203131032,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.129088062,0.000733721,8.650294506,20
1754,Santa Filomina,PH0203131033,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.086561761,0.0004999,5.89181151,28
1755,Tappa,PH0203131034,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.480614287,0.005708559,67.37206417,17
1756,Ueg,PH0203131035,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.139102867,0.001039965,12.2635755,33
1757,Zamora,PH0203131038,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079123997,0.000271368,3.197865965,15
1758,Zone I (Pob.),PH0203131027,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.04270846,8.117842e-05,0.956757033,8
1759,Zone II (Pob.),PH0203131028,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.021987798,1.78529e-05,0.210411266,12
1760,Zone III (Pob.),PH0203131029,,San Mariano,PH0203131,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.053175114,0.000129824,1.530036712,14
1761,Bacarre?a,PH0203132001,Bacarrena,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.040733428,8.893589e-05,1.048715641,
1762,Bagong Sikat,PH0203132002,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.119221997,0.000518713,6.11502589,14
1763,Barangay I (Pob.),PH0203132017,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.033051224,6.533408e-05,0.770436202,
1764,Barangay II (Pob.),PH0203132018,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.023596856,3.218851e-05,0.379570871,
1765,Barangay III (Pob.),PH0203132019,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.027318514,3.075985e-05,0.36271435,
1766,Barangay IV (Pob.),PH0203132020,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.026177166,3.330577e-05,0.392735313,
1767,Bella Luz,PH0203132003,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.077133455,0.000342053,4.033772546,
1768,Dagupan,PH0203132039,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.063842032,0.000221908,2.61687464,
1769,Daramuangan Norte,PH0203132040,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07346776,0.000288038,3.396346954,1
1770,Daramuangan Sur,PH0203132004,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.050589795,0.000132807,1.565987784,
1771,Estrella,PH0203132005,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.061926073,0.000230752,2.721087751,
1772,Gaddanan,PH0203132007,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.137739893,0.000590878,6.967598025,
1773,Malasin,PH0203132009,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.07664722,0.000355904,4.196980494,
1774,Mapuroc,PH0203132010,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081147103,0.000273859,3.229007536,
1775,Marasat Grande,PH0203132011,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.028003422,4.535711e-05,0.53482472,1
1776,Marasat Peque?o,PH0203132012,Marasat Pequeno,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.098026326,0.000336009,3.9614725,6
1777,Old Centro I,PH0203132013,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.047767165,0.000112873,1.330963207,4
1778,Old Centro II,PH0203132014,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.051404131,0.000154102,1.817051862,
1779,Salinungan East,PH0203132021,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.063680712,0.000239707,2.826712791,
1780,Salinungan West,PH0203132024,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.099486221,0.000384435,4.533638829,
1781,San Andres,PH0203132025,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.10501851,0.000300777,3.54617602,
1782,San Antonio,PH0203132026,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.113218711,0.000237703,2.802362795,1
1783,San Ignacio,PH0203132027,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.045212908,0.000116493,1.373560588,
1784,San Manuel,PH0203132028,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081215702,0.000283421,3.342448676,
1785,San Marcos,PH0203132029,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.086576717,0.000283749,3.346877739,
1786,San Roque,PH0203132030,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081459899,0.000351551,4.144823181,14
1787,Sinamar Norte,PH0203132031,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.113451448,0.000698576,8.23900481,
1788,Sinamar Sur,PH0203132032,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.079435289,0.000250301,2.952222213,
1789,Victoria,PH0203132033,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.110567558,0.000706206,8.328946131,1
1790,Villa Cruz,PH0203132036,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.107960167,0.000514328,6.066350714,
1791,Villa Gamiao (Buyon),PH0203132038,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.090324503,0.000420348,4.956453228,
1792,Villa Magat,PH0203132037,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.070240817,0.000247993,2.924719114,
1793,Villafuerte,PH0203132035,,San Mateo,PH0203132,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.087701662,0.000472524,5.573256157,
1794,Annanuman,PH0203133001,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.165753929,0.000808906,9.511026743,64
1795,Auitan,PH0203133002,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.024657249,3.820373e-05,0.449098412,13
1796,Ballacayu,PH0203133003,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.152053237,0.001395619,16.40294711,38
1797,Binguang,PH0203133004,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.090417983,0.000314558,3.697994522,51
1798,Bungad,PH0203133005,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.081576682,0.00034161,4.016509105,41
1799,Caddangan/Limbauan,PH0203133007,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.640540755,0.012840954,150.9809227,21
1800,Calamagui,PH0203133008,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.080495921,0.00021436,2.520333126,51
1801,Caralucud,PH0203133009,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.097876045,0.000449637,5.285469095,15
1802,Dalena,PH0203133006,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.169162328,0.001267976,14.90629438,126
1803,Guminga,PH0203133010,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.027328692,4.132856e-05,0.485844135,16
1804,Minanga Norte,PH0203133011,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.066693971,0.000269338,3.166420891,81
1805,Minanga Sur,PH0203133012,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.056620568,0.000114389,1.344851045,47
1806,Poblacion,PH0203133014,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.088854512,0.000269208,3.165003913,5
1807,San Jose,PH0203133013,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.069966179,0.00018912,2.223224933,26
1808,Simanu Norte,PH0203133015,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.155423974,0.001450092,17.04274316,54
1809,Simanu Sur,PH0203133016,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.127141515,0.000607359,7.139363204,61
1810,Tupa (San Vicente),PH0203133017,,San Pablo,PH0203133,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.579431446,0.017701326,208.0501141,36
1811,Bangad,PH0203134001,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062762739,0.000192818,2.266380806,39
1812,Buenavista,PH0203134002,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.113771182,0.000564455,6.635936354,10
1813,Calamagui East,PH0203134004,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.026814884,2.048621e-05,0.240801402,29
1814,Calamagui North,PH0203134003,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.106610936,0.0003443,4.04690679,31
1815,Calamagui West,PH0203134005,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.124262261,0.00031615,3.716029069,20
1816,Divisoria,PH0203134007,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.062370158,0.000197871,2.325523163,31
1817,Lingaling,PH0203134008,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.140722318,0.000668338,7.855787511,35
1818,Mozzozzin North,PH0203134010,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.036278274,4.112727e-05,0.483502596,4
1819,Mozzozzin Sur,PH0203134009,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.037326096,6.675765e-05,0.784825167,5
1820,Naganacan,PH0203134011,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.328158088,0.003834593,45.08290597,32
1821,Poblacion 1,PH0203134012,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.108277287,0.000661113,7.771313971,9
1822,Poblacion 2,PH0203134013,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.016238798,1.248592e-05,0.146781074,6
1823,Poblacion 3,PH0203134014,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.025255556,3.127243e-05,0.367634499,5
1824,Quinagabian,PH0203134015,,Santa Maria,PH0203134,Isabela,PH02031,Region II (Cagayan Valley),PH02,Philippines (the),PH,09/11/2022,06/11/2023,,0.029547865,3.87765e-05,0.455866241,14
