province,municipality,cropname,rsba_crop_record_count,rsba_crop_area_ha
NUEVA VIZCAYA,DUPAX DEL NORTE,Common beans (habitchuelas),6,2.24
NUEVA VIZCAYA,DUPAX DEL NORTE,Corn,227,129.21
NUEVA VIZCAYA,DUPAX DEL NORTE,Cucumber (pipino),54,12.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Dogs and cats,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Dragon Fruit,1,0.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Ducks,215,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Duhat,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Eggplant (talong),22,8.89
NUEVA VIZCAYA,DUPAX DEL NORTE,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.81
NUEVA VIZCAYA,DUPAX DEL NORTE,Gabi tubers,5,0.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Geese,9,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Ginger (luya),139,65.8
NUEVA VIZCAYA,DUPAX DEL NORTE,Gmelina Arborea,3,1.43
NUEVA VIZCAYA,DUPAX DEL NORTE,Goats,28,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Green Beans (Baguio Beans),5,2.31
NUEVA VIZCAYA,DUPAX DEL NORTE,Guyabano,7,3.43
NUEVA VIZCAYA,DUPAX DEL NORTE,Hito/Catfish,3,0.21
NUEVA VIZCAYA,DUPAX DEL NORTE,Kalamansi,6,4.6
NUEVA VIZCAYA,DUPAX DEL NORTE,Lemon,3,1.77
NUEVA VIZCAYA,DUPAX DEL NORTE,Lettuce,2,1.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Lime (Calamansi),2,2.05
NUEVA VIZCAYA,DUPAX DEL NORTE,Luyang dilaw,2,1.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Mandarin (dalanghita),16,8.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Mango,17,12.14
NUEVA VIZCAYA,DUPAX DEL NORTE,Marang,1,0.2
NUEVA VIZCAYA,DUPAX DEL NORTE,Mushroom,1,0.7
NUEVA VIZCAYA,DUPAX DEL NORTE,Okra,10,3.56
NUEVA VIZCAYA,DUPAX DEL NORTE,Orange (dalandan),2,1.85
NUEVA VIZCAYA,DUPAX DEL NORTE,Other animals (e.g.,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Other crops for fiber production,1,0.9
NUEVA VIZCAYA,DUPAX DEL NORTE,Other Fish,8,1.33
NUEVA VIZCAYA,DUPAX DEL NORTE,Other fruit-bearing trees and vines,81,112.39
NUEVA VIZCAYA,DUPAX DEL NORTE,Other fruit-bearing vegetables,1310,1685.66
NUEVA VIZCAYA,DUPAX DEL NORTE,Other industrial crops,5,5.28
NUEVA VIZCAYA,DUPAX DEL NORTE,Other leafy vegetables,324,429.37
NUEVA VIZCAYA,DUPAX DEL NORTE,Other leguminous plants,7,7.04
NUEVA VIZCAYA,DUPAX DEL NORTE,Other spices,1,0.3
NUEVA VIZCAYA,DUPAX DEL NORTE,Peanuts,3,0.27
NUEVA VIZCAYA,DUPAX DEL NORTE,Peas- dry (gisantes),3,0.35
NUEVA VIZCAYA,DUPAX DEL NORTE,Pechay,4,1.13
NUEVA VIZCAYA,DUPAX DEL NORTE,Pepper - small green,9,2.84
NUEVA VIZCAYA,DUPAX DEL NORTE,Pepper - sweet,9,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pigeon pea,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pigs or swine,288,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Pomelo (suha),1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Potato (patatas),3,0.25
NUEVA VIZCAYA,DUPAX DEL NORTE,Pusit/Squid,1,1
NUEVA VIZCAYA,DUPAX DEL NORTE,Radish (labanos),1,0.5
NUEVA VIZCAYA,DUPAX DEL NORTE,Rambutan,10,3.47
NUEVA VIZCAYA,DUPAX DEL NORTE,Rice/Palay,2537,2534.15
NUEVA VIZCAYA,DUPAX DEL NORTE,Sheep,3,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Squash (kalabasa),89,41.2
NUEVA VIZCAYA,DUPAX DEL NORTE,String beans - harvested green (sitao),13,1.54
NUEVA VIZCAYA,DUPAX DEL NORTE,Sweet peas - harvested green (sitsaro),11,4.41
NUEVA VIZCAYA,DUPAX DEL NORTE,Taro,7,2.64
NUEVA VIZCAYA,DUPAX DEL NORTE,Tiger Grass,1,0.2
NUEVA VIZCAYA,DUPAX DEL NORTE,Tilapia,9,0.63
NUEVA VIZCAYA,DUPAX DEL NORTE,Tomato (kamatis),169,75.52
NUEVA VIZCAYA,DUPAX DEL NORTE,Turkeys,4,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Ube,1,0
NUEVA VIZCAYA,DUPAX DEL NORTE,Water melon,1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Ampalaya,1,0.3
NUEVA VIZCAYA,DUPAX DEL SUR,Banana,3,0.85
NUEVA VIZCAYA,DUPAX DEL SUR,Beans - dry,28,16.73
NUEVA VIZCAYA,DUPAX DEL SUR,Bellpepper (Green/Red),8,4.2
NUEVA VIZCAYA,DUPAX DEL SUR,Betel Nut (Nga-nga),1,2.5
NUEVA VIZCAYA,DUPAX DEL SUR,Buffaloes (Carabaos),422,0
NUEVA VIZCAYA,DUPAX DEL SUR,Cabbage (repolyo),16,12.45
NUEVA VIZCAYA,DUPAX DEL SUR,Cacao,2,1.5
NUEVA VIZCAYA,DUPAX DEL SUR,Camansi,1,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Camote,9,5.1
NUEVA VIZCAYA,DUPAX DEL SUR,Cattle,150,0
NUEVA VIZCAYA,DUPAX DEL SUR,Cauliflower,2,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Celery (kinchai),1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Chayote,6,7.6
NUEVA VIZCAYA,DUPAX DEL SUR,Chickens,986,0
NUEVA VIZCAYA,DUPAX DEL SUR,Chili (labuyo),3,2.6
NUEVA VIZCAYA,DUPAX DEL SUR,Coconut,2,1.34
NUEVA VIZCAYA,DUPAX DEL SUR,Coffee - other varieties,51,57.8
NUEVA VIZCAYA,DUPAX DEL SUR,Coffee arabica,1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Common beans (habitchuelas),1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Corn,25,20.4
NUEVA VIZCAYA,DUPAX DEL SUR,crops for seed and seedling,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Cucumber (pipino),10,4
NUEVA VIZCAYA,DUPAX DEL SUR,Dogs and cats,2,0
NUEVA VIZCAYA,DUPAX DEL SUR,Dragon Fruit,3,3
NUEVA VIZCAYA,DUPAX DEL SUR,Ducks,226,0
NUEVA VIZCAYA,DUPAX DEL SUR,Eggplant (talong),4,1.5
NUEVA VIZCAYA,DUPAX DEL SUR,Gabi tubers,2,4
NUEVA VIZCAYA,DUPAX DEL SUR,Geese,16,0
NUEVA VIZCAYA,DUPAX DEL SUR,Ginger (luya),65,43.6
NUEVA VIZCAYA,DUPAX DEL SUR,Goats,37,0
NUEVA VIZCAYA,DUPAX DEL SUR,Green Beans (Baguio Beans),2,0.75
NUEVA VIZCAYA,DUPAX DEL SUR,Guyabano,15,24.83
NUEVA VIZCAYA,DUPAX DEL SUR,Hito/Catfish,3,0.93
NUEVA VIZCAYA,DUPAX DEL SUR,Lemon,4,3.15
NUEVA VIZCAYA,DUPAX DEL SUR,Lima Beans,4,1.75
NUEVA VIZCAYA,DUPAX DEL SUR,Lime (Calamansi),5,4.9
NUEVA VIZCAYA,DUPAX DEL SUR,Long Chili,3,1.5
NUEVA VIZCAYA,DUPAX DEL SUR,Mandarin (dalanghita),23,23.75
NUEVA VIZCAYA,DUPAX DEL SUR,Mango,4,4
NUEVA VIZCAYA,DUPAX DEL SUR,Onion bulbs (sibuyas),8,1.6
NUEVA VIZCAYA,DUPAX DEL SUR,Onion shoot,1,0.17
NUEVA VIZCAYA,DUPAX DEL SUR,Orange (dalandan),1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Other Fish,3,0.7
NUEVA VIZCAYA,DUPAX DEL SUR,Other fruit-bearing trees and vines,106,134.6
NUEVA VIZCAYA,DUPAX DEL SUR,Other fruit-bearing vegetables,1724,1948.39
NUEVA VIZCAYA,DUPAX DEL SUR,Other industrial crops,1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Other leafy vegetables,637,739.45
NUEVA VIZCAYA,DUPAX DEL SUR,Other leguminous plants,12,9
NUEVA VIZCAYA,DUPAX DEL SUR,Other poultry,10,0
NUEVA VIZCAYA,DUPAX DEL SUR,Other spices,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Other tubers - roots and bulbs,22,12.1
NUEVA VIZCAYA,DUPAX DEL SUR,Pepper - small green,1,0.5
NUEVA VIZCAYA,DUPAX DEL SUR,Pigs or swine,368,0
NUEVA VIZCAYA,DUPAX DEL SUR,Potato (patatas),3,1.8
NUEVA VIZCAYA,DUPAX DEL SUR,Rabbits and hares,1,0
NUEVA VIZCAYA,DUPAX DEL SUR,Rambutan,5,3.83
NUEVA VIZCAYA,DUPAX DEL SUR,Rice/Palay,2655,2256.68
NUEVA VIZCAYA,DUPAX DEL SUR,Sheep,3,0
NUEVA VIZCAYA,DUPAX DEL SUR,Squash (kalabasa),19,13.88
NUEVA VIZCAYA,DUPAX DEL SUR,String beans - harvested green (sitao),1,1
NUEVA VIZCAYA,DUPAX DEL SUR,Sweet peas - harvested green (sitsaro),5,3.1
NUEVA VIZCAYA,DUPAX DEL SUR,Taro,1,0.25
NUEVA VIZCAYA,DUPAX DEL SUR,Tilapia,6,0.96
NUEVA VIZCAYA,DUPAX DEL SUR,Tomato (kamatis),58,41.1
NUEVA VIZCAYA,DUPAX DEL SUR,Turkeys,4,0
NUEVA VIZCAYA,KASIBU,Ampalaya,1,0.2
NUEVA VIZCAYA,KASIBU,Avocado,6,3.48
NUEVA VIZCAYA,KASIBU,Banana,1568,906.3
NUEVA VIZCAYA,KASIBU,Bangus,2,0.08
NUEVA VIZCAYA,KASIBU,Beans - dry,195,83.11
NUEVA VIZCAYA,KASIBU,Bellpepper (Green/Red),34,12.59
NUEVA VIZCAYA,KASIBU,Betel Leaf,1,0.02
NUEVA VIZCAYA,KASIBU,Betel Nut (Nga-nga),18,4.93
NUEVA VIZCAYA,KASIBU,Black pepper,14,6.62
NUEVA VIZCAYA,KASIBU,Broccoli,1,0.22
NUEVA VIZCAYA,KASIBU,Buffaloes (Carabaos),1267,0
NUEVA VIZCAYA,KASIBU,Cabbage (repolyo),43,21.05
NUEVA VIZCAYA,KASIBU,Cacao,7,5.06
NUEVA VIZCAYA,KASIBU,Camote,81,22.8
NUEVA VIZCAYA,KASIBU,Camote tops (talbos ng kamote),4,0.7
NUEVA VIZCAYA,KASIBU,Cantaloupes- honey dew and other melon varieties,1,0.9
NUEVA VIZCAYA,KASIBU,Carrot,1,0.5
NUEVA VIZCAYA,KASIBU,Cassava (kamoteng kahoy),9,2.33
NUEVA VIZCAYA,KASIBU,Cattle,22,0
NUEVA VIZCAYA,KASIBU,Cauliflower,3,0.85
NUEVA VIZCAYA,KASIBU,Chayote,109,45.39
NUEVA VIZCAYA,KASIBU,Chickens,2968,0
NUEVA VIZCAYA,KASIBU,Chili (labuyo),6,3
NUEVA VIZCAYA,KASIBU,Chinese Cabbage,2,0.49
NUEVA VIZCAYA,KASIBU,Coconut,14,4.3
NUEVA VIZCAYA,KASIBU,Coffee - other varieties,155,113.53
NUEVA VIZCAYA,KASIBU,Coffee robusta,5,4.2
NUEVA VIZCAYA,KASIBU,Corn,1833,1002.77
NUEVA VIZCAYA,KASIBU,crops for seed and seedling,10,9.14
NUEVA VIZCAYA,KASIBU,Cucumber (pipino),78,38.95
NUEVA VIZCAYA,KASIBU,Dogs and cats,14,0
NUEVA VIZCAYA,KASIBU,Dragon Fruit,64,22.92
NUEVA VIZCAYA,KASIBU,Ducks,951,0
NUEVA VIZCAYA,KASIBU,Durian,15,4.96
NUEVA VIZCAYA,KASIBU,Eggplant (talong),10,3.15
NUEVA VIZCAYA,KASIBU,"Forage grass (sacate, alfalfa, green corn stalk)",1,0.65
NUEVA VIZCAYA,KASIBU,Gabi tubers,15,3.29
NUEVA VIZCAYA,KASIBU,"Garlic shoot, harvested green",1,0.25
NUEVA VIZCAYA,KASIBU,Geese,23,0
NUEVA VIZCAYA,KASIBU,Ginger (luya),500,183.85
NUEVA VIZCAYA,KASIBU,Gmelina Arborea,1,0.66
NUEVA VIZCAYA,KASIBU,Goats,79,0
NUEVA VIZCAYA,KASIBU,Green Beans (Baguio Beans),12,4.23
NUEVA VIZCAYA,KASIBU,Guyabano,11,6.37
NUEVA VIZCAYA,KASIBU,Hito/Catfish,6,0.35
NUEVA VIZCAYA,KASIBU,Jackfruit,2,0.16
NUEVA VIZCAYA,KASIBU,Kalamansi,130,82.39
NUEVA VIZCAYA,KASIBU,Lanzones,13,3.82
NUEVA VIZCAYA,KASIBU,Lemon,32,18.2
NUEVA VIZCAYA,KASIBU,Lime (Calamansi),91,59.01
NUEVA VIZCAYA,KASIBU,Lime (dayap),12,8.7
NUEVA VIZCAYA,KASIBU,Long Chili,1,0.26
NUEVA VIZCAYA,KASIBU,Longgan,1,0.15
NUEVA VIZCAYA,KASIBU,Mahogany,2,1.14
NUEVA VIZCAYA,KASIBU,Mandarin (dalanghita),185,99.95
NUEVA VIZCAYA,KASIBU,Mango,8,1.37
NUEVA VIZCAYA,KASIBU,Mangosteen,2,0.24
NUEVA VIZCAYA,KASIBU,Marang,2,1.05
NUEVA VIZCAYA,KASIBU,Narra,2,1.16
NUEVA VIZCAYA,KASIBU,Okra,1,0.1
NUEVA VIZCAYA,KASIBU,Orange (dalandan),46,20.57
NUEVA VIZCAYA,KASIBU,Ornamental Flowers,1,0.05
NUEVA VIZCAYA,KASIBU,Other animals (e.g.,6,0
NUEVA VIZCAYA,KASIBU,Other crops for fiber production,2,4.73
NUEVA VIZCAYA,KASIBU,Other edible nuts,2,0.3
NUEVA VIZCAYA,KASIBU,Other Fish,91,6.28
NUEVA VIZCAYA,KASIBU,Other fruit-bearing trees and vines,253,181.05
NUEVA VIZCAYA,KASIBU,Other fruit-bearing vegetables,3715,3045.69
NUEVA VIZCAYA,KASIBU,Other herbs and spices,1,0.2
NUEVA VIZCAYA,KASIBU,Other industrial crops,126,102.16
NUEVA VIZCAYA,KASIBU,Other leafy vegetables,663,521.79
NUEVA VIZCAYA,KASIBU,Other leguminous plants,24,14.6
NUEVA VIZCAYA,KASIBU,Other poultry,9,0
NUEVA VIZCAYA,KASIBU,Other temporary crops not reported elsewhere,1,0.05
NUEVA VIZCAYA,KASIBU,Other tubers - roots and bulbs,9,7.35
NUEVA VIZCAYA,KASIBU,Papaya,3,1.45
NUEVA VIZCAYA,KASIBU,Peanuts,2,0.56
NUEVA VIZCAYA,KASIBU,Pechay,1,0.1
NUEVA VIZCAYA,KASIBU,Pepper - small green,12,6.3
NUEVA VIZCAYA,KASIBU,Pepper - sweet,6,1.31
NUEVA VIZCAYA,KASIBU,Pepper mint,3,0.95
NUEVA VIZCAYA,KASIBU,Pigeons,2,0
NUEVA VIZCAYA,KASIBU,Pigs or swine,1317,0
NUEVA VIZCAYA,KASIBU,Pineapple,19,5.42
NUEVA VIZCAYA,KASIBU,Pomelo (suha),366,215.19
NUEVA VIZCAYA,KASIBU,Potato (patatas),32,11.57
NUEVA VIZCAYA,KASIBU,Pusit/Squid,1,0.3
NUEVA VIZCAYA,KASIBU,Rabbits and hares,10,0
NUEVA VIZCAYA,KASIBU,Rambutan,63,26.25
NUEVA VIZCAYA,KASIBU,Rattan,1,1.5
NUEVA VIZCAYA,KASIBU,Rattan fruit,1,1
NUEVA VIZCAYA,KASIBU,Rice/Palay,5127,3282.83
NUEVA VIZCAYA,KASIBU,Rubber,1,0.5
NUEVA VIZCAYA,KASIBU,Sheep,3,0
NUEVA VIZCAYA,KASIBU,Squash (kalabasa),332,210.46
NUEVA VIZCAYA,KASIBU,Strawberry,1,0.3
NUEVA VIZCAYA,KASIBU,String beans - harvested green (sitao),9,3.71
NUEVA VIZCAYA,KASIBU,Sugarcane,2,2.5
NUEVA VIZCAYA,KASIBU,Swan,1,0
NUEVA VIZCAYA,KASIBU,Sweet peas - harvested green (sitsaro),8,2.55
NUEVA VIZCAYA,KASIBU,Taro,35,6.69
NUEVA VIZCAYA,KASIBU,Tiger Grass,3,0.5
NUEVA VIZCAYA,KASIBU,Tigre grass,1,0.86
NUEVA VIZCAYA,KASIBU,Tilapia,187,10.48
NUEVA VIZCAYA,KASIBU,Tomato (kamatis),313,161.44
NUEVA VIZCAYA,KASIBU,Turkeys,38,0
NUEVA VIZCAYA,KASIBU,Ube,3,0.8
NUEVA VIZCAYA,KASIBU,Water melon,2,0.55
NUEVA VIZCAYA,KAYAPA,Ampalaya,12,2.72
NUEVA VIZCAYA,KAYAPA,Avocado,35,1.58
NUEVA VIZCAYA,KAYAPA,Bamboo (Kawayan),4,0
NUEVA VIZCAYA,KAYAPA,Banana,54,3.17
NUEVA VIZCAYA,KAYAPA,Basil,1,0.06
NUEVA VIZCAYA,KAYAPA,Beans - dry,785,284.86
NUEVA VIZCAYA,KAYAPA,Bellpepper (Green/Red),49,20.59
NUEVA VIZCAYA,KAYAPA,Betel Nut (Nga-nga),5,1
NUEVA VIZCAYA,KAYAPA,Black pepper,30,10.58
NUEVA VIZCAYA,KAYAPA,Broccoli,28,10.25
NUEVA VIZCAYA,KAYAPA,Buffaloes (Carabaos),292,0
NUEVA VIZCAYA,KAYAPA,Cabbage (repolyo),538,207.69
NUEVA VIZCAYA,KAYAPA,Cacao,8,0.63
NUEVA VIZCAYA,KAYAPA,Camote,214,64.66
NUEVA VIZCAYA,KAYAPA,Camote tops (talbos ng kamote),4,0.97
NUEVA VIZCAYA,KAYAPA,Carrot,100,45.55
NUEVA VIZCAYA,KAYAPA,Cassava (kamoteng kahoy),15,2.87
NUEVA VIZCAYA,KAYAPA,Cattle,371,0
NUEVA VIZCAYA,KAYAPA,Cauliflower,479,182.18
NUEVA VIZCAYA,KAYAPA,Celery (kinchai),15,2.71
NUEVA VIZCAYA,KAYAPA,Chayote,62,23.5
NUEVA VIZCAYA,KAYAPA,Chickens,2675,0
NUEVA VIZCAYA,KAYAPA,Chili (labuyo),51,14.86
NUEVA VIZCAYA,KAYAPA,Chinese Cabbage,65,25.08
NUEVA VIZCAYA,KAYAPA,Coconut,14,0.1
NUEVA VIZCAYA,KAYAPA,Coffee - other varieties,102,12.09
NUEVA VIZCAYA,KAYAPA,Coffee arabica,1,1
NUEVA VIZCAYA,KAYAPA,Common beans (habitchuelas),9,4.65
NUEVA VIZCAYA,KAYAPA,Common gourd (upo),1,0.05
NUEVA VIZCAYA,KAYAPA,Corn,101,45.79
NUEVA VIZCAYA,KAYAPA,Cucumber (pipino),119,45.57
NUEVA VIZCAYA,KAYAPA,Cut-flowers,22,6.3
NUEVA VIZCAYA,KAYAPA,Dogs and cats,444,0
NUEVA VIZCAYA,KAYAPA,Ducks,542,0
NUEVA VIZCAYA,KAYAPA,Eggplant (talong),66,18.67
NUEVA VIZCAYA,KAYAPA,Gabi tubers,57,16.06
NUEVA VIZCAYA,KAYAPA,Geese,12,0
NUEVA VIZCAYA,KAYAPA,Ginger (luya),204,67.02
NUEVA VIZCAYA,KAYAPA,Goats,178,0
NUEVA VIZCAYA,KAYAPA,Green Beans (Baguio Beans),89,35.01
NUEVA VIZCAYA,KAYAPA,Guyabano,33,0.9
NUEVA VIZCAYA,KAYAPA,Horses,3,0
NUEVA VIZCAYA,KAYAPA,Ipil-ipil,1,0.65
NUEVA VIZCAYA,KAYAPA,Jackfruit,16,0.37
NUEVA VIZCAYA,KAYAPA,Kalamansi,7,0.02
NUEVA VIZCAYA,KAYAPA,Lanzones,7,0
NUEVA VIZCAYA,KAYAPA,Lemon,4,0.75
NUEVA VIZCAYA,KAYAPA,Lettuce,13,3.27
NUEVA VIZCAYA,KAYAPA,Lime (Calamansi),3,0
NUEVA VIZCAYA,KAYAPA,Long Chili,5,1.88
NUEVA VIZCAYA,KAYAPA,Luyang dilaw,8,1.42
NUEVA VIZCAYA,KAYAPA,Mandarin (dalanghita),3,0.25
NUEVA VIZCAYA,KAYAPA,Mango,66,2.75
NUEVA VIZCAYA,KAYAPA,Okra,2,0.06
NUEVA VIZCAYA,KAYAPA,Onion bulbs (sibuyas),62,18.27
NUEVA VIZCAYA,KAYAPA,Onion shoot,6,1.04
NUEVA VIZCAYA,KAYAPA,Orange (dalandan),10,0.25
NUEVA VIZCAYA,KAYAPA,Ornamental Flowers,6,1.26
NUEVA VIZCAYA,KAYAPA,Other fruit-bearing trees and vines,55,26.49
NUEVA VIZCAYA,KAYAPA,Other fruit-bearing vegetables,1477,828.47
NUEVA VIZCAYA,KAYAPA,Other herbs and spices,1,0.25
NUEVA VIZCAYA,KAYAPA,Other industrial crops,6,3.5
NUEVA VIZCAYA,KAYAPA,Other leafy vegetables,449,222.53
NUEVA VIZCAYA,KAYAPA,Other leguminous plants,32,16.4
NUEVA VIZCAYA,KAYAPA,Other poultry,2,0
NUEVA VIZCAYA,KAYAPA,Other spices,1,0.25
NUEVA VIZCAYA,KAYAPA,Other tubers - roots and bulbs,4,1.18
NUEVA VIZCAYA,KAYAPA,Papaya,5,0
NUEVA VIZCAYA,KAYAPA,Parsley,1,0.2
NUEVA VIZCAYA,KAYAPA,Peanuts,37,10.71
NUEVA VIZCAYA,KAYAPA,Peas- dry (gisantes),8,2.32
NUEVA VIZCAYA,KAYAPA,Pechay,25,3.52
NUEVA VIZCAYA,KAYAPA,Pechay (baguio),2,0.5
NUEVA VIZCAYA,KAYAPA,Pepper - small green,100,31.1
NUEVA VIZCAYA,KAYAPA,Pepper - sweet,23,6.53
NUEVA VIZCAYA,KAYAPA,Pepper mint,2,0.45
NUEVA VIZCAYA,KAYAPA,Pigeon pea,3,0.34
NUEVA VIZCAYA,KAYAPA,Pigs or swine,661,0
NUEVA VIZCAYA,KAYAPA,Pineapple,3,1.25
NUEVA VIZCAYA,KAYAPA,Pomelo (suha),20,0.95
NUEVA VIZCAYA,KAYAPA,Potato (patatas),79,31.19
NUEVA VIZCAYA,KAYAPA,Rabbits and hares,5,0
NUEVA VIZCAYA,KAYAPA,Rambutan,20,0.32
NUEVA VIZCAYA,KAYAPA,Rattan,3,0
NUEVA VIZCAYA,KAYAPA,Rice/Palay,1748,977.23
NUEVA VIZCAYA,KAYAPA,Sheep,2,0
NUEVA VIZCAYA,KAYAPA,Soybeans,1,0.5
NUEVA VIZCAYA,KAYAPA,Spinach,1,0.25
NUEVA VIZCAYA,KAYAPA,Squash (kalabasa),83,33
NUEVA VIZCAYA,KAYAPA,Starapple (caimito),3,0
NUEVA VIZCAYA,KAYAPA,String beans - harvested green (sitao),139,44.08
NUEVA VIZCAYA,KAYAPA,Sweet peas - harvested green (sitsaro),103,36.29
NUEVA VIZCAYA,KAYAPA,Taro,101,28.94
NUEVA VIZCAYA,KAYAPA,Tiger Grass,1,0.25
NUEVA VIZCAYA,KAYAPA,Tilapia,1,0.05
NUEVA VIZCAYA,KAYAPA,Tomato (kamatis),1116,436.72
NUEVA VIZCAYA,KAYAPA,Turkeys,9,0
NUEVA VIZCAYA,KAYAPA,Turnip (sinkamas),1,0.25
NUEVA VIZCAYA,KAYAPA,Ube,9,4.04
NUEVA VIZCAYA,KAYAPA,Water melon,1,0.25
NUEVA VIZCAYA,KAYAPA,White Turtle Beans,1,0.05
NUEVA VIZCAYA,QUEZON,Ampalaya,4,1.75
NUEVA VIZCAYA,QUEZON,Avocado,2,0.11
NUEVA VIZCAYA,QUEZON,Bamboo (Kawayan),2,1.9
NUEVA VIZCAYA,QUEZON,Banana,334,203.35
NUEVA VIZCAYA,QUEZON,Beans - dry,84,37.25
NUEVA VIZCAYA,QUEZON,Bellpepper (Green/Red),2,0.61
NUEVA VIZCAYA,QUEZON,Betel Nut (Nga-nga),10,2.67
NUEVA VIZCAYA,QUEZON,Black pepper,2,0.35
NUEVA VIZCAYA,QUEZON,Buffaloes (Carabaos),584,0
NUEVA VIZCAYA,QUEZON,Cabbage (repolyo),8,2.4
NUEVA VIZCAYA,QUEZON,Cacao,7,6.89
NUEVA VIZCAYA,QUEZON,Camote,25,8.11
NUEVA VIZCAYA,QUEZON,Camote tops (talbos ng kamote),3,1.6
NUEVA VIZCAYA,QUEZON,Cassava (kamoteng kahoy),18,11.45
NUEVA VIZCAYA,QUEZON,Cattle,296,0
NUEVA VIZCAYA,QUEZON,Chayote,31,11.77
NUEVA VIZCAYA,QUEZON,Chickens,1180,0
NUEVA VIZCAYA,QUEZON,Chili (labuyo),5,1.87
NUEVA VIZCAYA,QUEZON,Chinese Cabbage,1,0.5
NUEVA VIZCAYA,QUEZON,Citronella,1,0.05
NUEVA VIZCAYA,QUEZON,Coconut,23,7.76
NUEVA VIZCAYA,QUEZON,Coffee - other varieties,13,7.8
NUEVA VIZCAYA,QUEZON,Coffee arabica,1,1
NUEVA VIZCAYA,QUEZON,Common beans (habitchuelas),1,0.03
NUEVA VIZCAYA,QUEZON,Corn,1772,2005.53
NUEVA VIZCAYA,QUEZON,crops for seed and seedling,1,0.3
NUEVA VIZCAYA,QUEZON,Cucumber (pipino),36,15.12
NUEVA VIZCAYA,QUEZON,Dogs and cats,9,0
NUEVA VIZCAYA,QUEZON,Dragon Fruit,4,1.6
NUEVA VIZCAYA,QUEZON,Ducks,504,0
NUEVA VIZCAYA,QUEZON,Durian,4,2.2
NUEVA VIZCAYA,QUEZON,Eggplant (talong),10,2.71
NUEVA VIZCAYA,QUEZON,Gabi tubers,19,7.25
NUEVA VIZCAYA,QUEZON,Geese,15,0
NUEVA VIZCAYA,QUEZON,Gemilina,1,0.55
NUEVA VIZCAYA,QUEZON,Ginger (luya),277,138.76
NUEVA VIZCAYA,QUEZON,Gmelina Arborea,6,3.81
NUEVA VIZCAYA,QUEZON,Goats,116,0
NUEVA VIZCAYA,QUEZON,Green Beans (Baguio Beans),4,6.5
NUEVA VIZCAYA,QUEZON,Guyabano,17,10.17
NUEVA VIZCAYA,QUEZON,Hito/Catfish,11,1.28
NUEVA VIZCAYA,QUEZON,Horses,1,0
NUEVA VIZCAYA,QUEZON,Jackfruit,2,2.1
NUEVA VIZCAYA,QUEZON,Kalamansi,7,2.76
NUEVA VIZCAYA,QUEZON,Lanzones,16,4.84
NUEVA VIZCAYA,QUEZON,Lemon,5,2.99
NUEVA VIZCAYA,QUEZON,Lime (Calamansi),13,6.54
NUEVA VIZCAYA,QUEZON,Long Chili,2,0.75
NUEVA VIZCAYA,QUEZON,Longgan,1,0.5
NUEVA VIZCAYA,QUEZON,Luyang dilaw,3,0.8
NUEVA VIZCAYA,QUEZON,Mandarin (dalanghita),21,13.5
NUEVA VIZCAYA,QUEZON,Mango,24,11.46
NUEVA VIZCAYA,QUEZON,Mangosteen,1,0.1
NUEVA VIZCAYA,QUEZON,Okra,2,0.25
NUEVA VIZCAYA,QUEZON,Orange (dalandan),7,5.2
NUEVA VIZCAYA,QUEZON,Other animals (e.g.,3,0
NUEVA VIZCAYA,QUEZON,Other crops for fiber production,3,3.89
NUEVA VIZCAYA,QUEZON,Other Fish,75,24.32
NUEVA VIZCAYA,QUEZON,Other fruit-bearing trees and vines,469,461.43
NUEVA VIZCAYA,QUEZON,Other fruit-bearing vegetables,574,408.61
NUEVA VIZCAYA,QUEZON,Other industrial crops,35,27.57
